gene_name	C1	C2	C3	P1	P2	P3
Z75746.1	0	0	0	0	0.052714528	0
AC009248.3	0	0.108399861	0	0	0	0
AC116609.1	0	0	0	0	0	0
AC136285.3	0	0	0	0	0	0
ZBBX	0.015115726	0.013972993	0	0	0	0.028783432
AADACL4	0	0	0	0	0	0
AC100834.2	0	0	0	0	0	0
BMS1P7	0	0	0.108183025	0	0	0
CSAG1	0	0	0	0	0	0
LINC00323	0	0.021595614	0	0.022612189	0.042663898	0
PRDM13	0	0	0	0	0.033469542	0
CRISP2	0	0	0	0	0	0
BNIP3P13	0	0	0	0	0	0
DEFB134	0	0	0	0	0	0
AC005823.1	0	0	0	0	0	0
AC131888.1	0	0	0	0.05361008	0	0
KCNQ5-AS1	0	0	0	0	0	0
AC023509.1	0	0.035328281	0.036221687	0	0	0.036386949
AC097532.2	0	0	0	0	0.032594001	0
RPL9P16	0	0	0	0	0	0
AC108051.1	0	0	0	0	0	0
AL358876.1	0	0	0	0	0	0
AC126773.4	0.071390799	0	0	0	0	0
AC008278.1	0	0	0	0	0	0
AC104777.1	0	0	0	0	0	0
EEF1DP8	0	0	0	0	0	0
SRPK2P	0	0	0	0	0	0
AC107884.2	0	0	0	0	0	0
AC124276.2	0	0	0	0	0	0
HTR3C2P	0	0	0	0	0	0.054081264
WRB-SH3BGR	0	0	0	0	0	0
AC010503.3	0	0	0	0.107617271	0	0
CNTNAP2	0.003666096	0.003388944	0.006949291	0.014193888	0	0.006980997
AC138028.5	0.107597961	0	0	0	0	0
LINC02097	0.012384419	0	0.035213039	0	0	0
SMC4P1	0	0	0	0	0	0
OR1I1	0	0	0	0	0	0
FTLP15	0	0	0	0	0	0.107450933
IFNL4P1	0	0	0	0	0	0
AL021546.1	0	0	0	0	0	0
IFNWP9	0	0	0	0	0	0
MTND4P13	0	0	0	0	0.107181054	0
AL583805.1	0	0	0.107164352	0	0	0
AC116003.3	0	0	0	0	0	0
MTCO3P42	0	0.107144264	0	0	0	0
OR52H1	0	0	0	0	0	0
MYMK	0	0	0	0	0	0
AC068389.2	0	0	0	0	0	0
AL592114.2	0	0	0.106962915	0	0	0
AC023468.1	0	0	0	0	0	0
AC083843.1	0	0.106937821	0	0	0	0
LINC01671	0	0	0	0	0	0
MTND6P29	0	0	0	0	0	0
LINC01331	0	0.075799958	0	0	0	0
PDZRN3-AS1	0	0	0.106829044	0	0	0
AC097468.2	0	0	0	0	0	0
AC018558.7	0	0	0	0	0	0
AC090952.2	0	0	0	0	0	0
AC119150.1	0.106642384	0	0	0	0	0
AC079385.2	0	0	0.013021572	0	0	0
LINC01102	0	0.015520338	0	0	0	0
AL691442.1	0	0.106527311	0	0	0	0
C1QTNF3-AMACR	0	0	0	0	0	0
CBX3P3	0	0	0	0	0	0
LINC01411	0	0	0	0	0	0
PCGF7P	0	0	0	0	0	0.054390006
AL592078.2	0	0	0	0	0	0
MTCYBP24	0.054285409	0	0	0	0	0
LARS2-AS1	0	0	0	0	0	0
AC093591.2	0	0	0	0	0.014265706	0
AC016769.4	0	0	0.106363123	0	0	0
AC105052.3	0	0	0	0	0	0
AC093295.1	0	0	0.030044494	0.030682855	0	0
AL591848.2	0	0.106323236	0	0	0	0
AL161665.1	0.015246232	0.014093634	0	0.014757066	0	0
AC116361.1	0	0	0	0	0	0
MTND2P26	0	0	0	0	0	0
AC016888.1	0.106264889	0	0	0	0	0
AC074344.2	0.106264889	0	0	0	0	0
AC020922.3	0	0	0	0.106240085	0	0
LINC00313	0	0	0	0.034509101	0	0
AC008269.2	0	0	0	0.052591246	0	0
AC087235.2	0	0	0	0	0	0
AL110503.1	0	0	0	0	0	0
AC013290.1	0	0	0.105966985	0	0	0
AC093283.1	0	0	0.105868411	0	0	0
AC068631.1	0.010818932	0.005000516	0.005126973	0	0.009878928	0
AC129502.1	0	0	0	0	0	0
CDC42P1	0	0	0	0	0	0
RPS3AP17	0	0	0	0	0	0
AP002892.2	0	0	0	0	0	0
ZC2HC1B	0	0	0	0	0	0
AL445423.1	0	0	0	0	0	0
NACA4P	0	0	0	0	0	0
AL023284.2	0	0	0	0	0	0
KARSP2	0	0	0	0	0	0
AC009533.4	0	0	0	0	0	0
NT5CP2	0	0	0	0	0	0
AC011468.2	0	0	0	0	0	0
AL135934.1	0	0	0	0	0	0
AL161449.1	0	0	0	0	0	0
LINC01213	0.034927087	0	0	0	0	0
AL157902.1	0	0	0.052157902	0.05326611	0	0
AC034114.2	0	0	0	0.013616056	0.025690304	0.013393603
AC020912.1	0	0	0	0.022974235	0.010836748	0
LIPK	0	0	0	0	0	0
AC124312.1	0	0	0	0.036549262	0	0
LINC01505	0.004668714	0	0	0.027113527	0.004263072	0.013335279
AC000113.1	0	0	0	0	0	0
TMA16P2	0	0	0	0	0	0
AC104260.1	0	0	0	0	0	0
AC068057.1	0	0.033966174	0	0.071130143	0	0
AL590556.3	0	0.034451104	0.070644657	0	0	0
AC144573.1	0	0	0	0	0.105092222	0
AL671309.1	0	0	0	0	0	0.105080692
YTHDF1P1	0	0	0	0	0	0
AC011477.9	0	0	0.052110138	0	0	0
AC091175.1	0.104964444	0	0	0	0	0
AL353770.4	0	0	0.1049249	0	0	0
Z98886.1	0	0	0	0	0.033998827	0.070900957
AC091489.2	0	0	0	0	0	0
AC011478.1	0	0	0	0.104897701	0	0
AC091544.4	0	0	0	0	0	0.014698868
WDR7-OT1	0	0	0	0	0	0
MTCYBP45	0	0	0	0	0	0
SLC6A1-AS1	0	0	0	0	0	0
OR13D1	0	0	0	0	0	0
AC073365.1	0	0	0	0	0.022719896	0
GSTM3P2	0	0.104718356	0	0	0	0
RAG2	0	0	0.032498156	0	0	0
KLF2P3	0	0	0.104699671	0	0	0
AC025271.4	0	0	0	0	0	0
RPL9P30	0.104598714	0	0	0	0	0
AC025741.1	0	0	0	0	0	0
RPL11P3	0	0	0	0	0	0
TCEA3	0	0.015102239	0	0	0	0
AC013640.1	0	0	0	0	0	0
AL357515.1	0	0	0	0	0	0
LRRC2-AS1	0.052276589	0	0	0	0	0
Z82214.2	0	0.104521147	0	0	0	0
AC018521.4	0	0.104521147	0	0	0	0
OR10K1	0	0	0	0	0	0
RPS7P2	0	0	0	0	0	0
SKOR2	0	0	0	0.029491665	0	0
MRPL35P4	0	0	0	0	0	0
AL133383.2	0	0	0	0	0	0
AC079949.2	0	0	0	0	0	0
LINC02055	0	0	0.00446343	0	0.004300189	0
AC005180.1	0	0	0	0	0	0
AP002528.1	0	0	0	0	0.104226444	0
AP001342.1	0	0	0	0	0	0
RIMS1	0	0.004340063	0.008899636	0	0	0
AC010092.1	0	0.104128947	0	0	0	0
LINC01122	0.009969226	0.004607782	0.023621532	0.004824685	0.004551524	0.014237583
LRRC37A7P	0	0	0	0	0	0
AC107204.1	0	0.017115768	0	0	0	0
LINC02476	0	0.062081352	0	0	0	0
AC104211.2	0	0	0	0	0	0
CR381670.2	0.104054874	0	0	0	0	0
AC087428.1	0	0	0.025900897	0.026451218	0	0
AC022188.1	0	0	0	0	0.03294658	0
OR6M1	0	0	0	0	0	0
AC087463.1	0	0	0	0	0	0
TMEM78	0	0	0.026162883	0	0.050412055	0
CEACAM20	0	0.02530813	0	0	0	0
AC009487.3	0	0	0	0.103773797	0	0
SLC28A2	0	0	0	0	0	0
PKP1	0	0.017871753	0	0.046782584	0	0
AC103952.1	0	0	0	0	0	0
AL355306.1	0.103695444	0	0	0	0	0
AC104651.2	0	0	0	0	0	0
HTR2C	0	0	0	0	0	0
KCNJ6	0.003005138	0	0.005696408	0.00290872	0.002744037	0.005722398
RALYL	0.026460847	0	0	0.025611867	0	0
LINC01724	0	0	0	0	0	0
BNIP3P34	0	0	0	0	0	0
HMGB1P44	0	0	0	0	0	0
PNPT1P1	0.025935059	0	0	0	0	0
AC025752.1	0	0	0	0	0	0
AC125616.1	0	0	0	0.051359546	0	0
BNIP3P29	0	0	0	0	0	0
DGAT2L6	0	0	0	0	0	0
LINC02087	0.040622234	0	0	0	0	0
AC131953.2	0.103338489	0	0	0	0	0
AC079305.2	0	0	0	0	0	0
AC007923.2	0	0	0	0	0	0
HECW1	0	0	0.020417751	0.012510942	0.019671012	0
ELSPBP1	0	0	0	0	0	0
FITM1	0	0	0	0	0	0
MORC1	0	0	0	0	0	0
AC079416.4	0	0	0	0	0	0
AC090527.2	0	0	0	0	0	0
LRRTM1	0.023792218	0	0	0	0.021725028	0
LINC01811	0.007553109	0.006982102	0	0	0	0.007191332
Z99289.3	0	0	0	0	0	0
ARL6IP1P2	0	0	0	0	0	0
EIF4A1P6	0	0	0	0	0	0
OR2A1	0.038885791	0	0	0	0.011835732	0
GCNT1P2	0	0	0	0	0	0
AL158832.2	0	0.068816775	0	0	0.033988288	0
AC112219.2	0	0	0	0	0	0
AC083864.2	0	0	0	0	0	0
AC106845.1	0	0.010000131	0.020506044	0.020941739	0.009878038	0.010299801
LIN28A	0	0	0	0	0	0
AC133634.1	0	0	0	0.102673722	0	0
AL109897.1	0	0	0	0.102673722	0	0
CICP8	0	0	0.080916134	0	0	0
AC019129.2	0	0	0	0	0	0
TRAPPC4	0.024969708	0	0	0	0	0
AC011462.1	0.02558145	0	0	0.024760684	0	0
ABCC13	0.00559967	0	0	0	0	0.005331458
CSNKA2IP	0	0	0	0	0	0
AL358074.1	0	0	0	0	0	0
AC005753.1	0	0	0	0	0	0
AC135586.2	0	0	0	0.102492639	0	0
YBX1P7	0	0	0	0	0.102473101	0
AL161782.1	0.102456761	0	0	0	0	0
SULT6B2P	0	0	0	0	0	0
NOTCH2NLB	0	0	0	0	0	0
AC064799.2	0	0	0	0	0	0
EPPIN-WFDC6	0	0	0	0	0	0
AC016542.3	0	0	0	0	0	0
NCAPD2P1	0	0	0	0	0	0.031740087
AC106743.1	0	0	0	0	0	0
AC093214.1	0	0	0	0.05249623	0.049524037	0
NEUROG2	0	0	0	0.050643422	0	0
AC010266.2	0	0	0	0	0.016842737	0
CLPS	0	0	0	0	0	0
AC026688.1	0	0	0	0	0	0
SLC22A9	0	0	0	0	0	0
AL157996.1	0	0	0	0	0	0
PTCSC3	0	0	0	0.101774652	0	0
AP001626.1	0.021037022	0	0	0	0	0
AC092969.1	0	0	0	0.006014005	0	0
AC112229.1	0	0	0	0	0	0
AL136366.1	0	0	0	0	0.03326645	0
LINC01956	0	0	0	0	0	0
TRIM80P	0	0	0	0	0	0
OR4N5	0	0.10151025	0	0	0	0
AC016182.1	0	0	0	0	0	0
ATP13A5	0.009674454	0.026829228	0	0	0	0
AC114284.1	0	0	0	0.052166361	0.049212845	0
FOXE3	0	0	0	0.032869529	0	0
SALL4P5	0	0	0	0	0	0
AC105021.1	0	0	0	0	0	0
BMS1P16	0	0	0	0.050665498	0	0
AC084880.3	0	0	0	0	0	0
AC092810.4	0	0	0	0.033417669	0	0
AC008474.1	0	0	0	0	0	0
AL359693.1	0.024943773	0	0	0	0	0
11-Mar	0	0	0	0	0	0
AC021744.1	0	0.101094224	0	0	0	0
C2orf27AP1	0	0	0	0	0	0
ALG3P1	0	0	0	0	0	0
AL023775.1	0	0	0	0	0	0
AF064860.1	0	0	0	0	0.100777774	0
CDH18	0.009258236	0.025674971	0	0	0	0
LINC01968	0	0.071316544	0	0	0	0
AC111149.2	0	0	0	0	0	0
ARLNC1	0	0	0	0	0.00816063	0
AL451166.1	0	0	0	0	0.031920297	0
CICP19	0	0	0	0	0	0
GXYLT1P3	0.100653247	0	0	0	0	0
GRM1	0	0.022475997	0	0	0	0.007716509
HIST2H3C	0	0	0	0.035092588	0	0
DEFB118	0.051097585	0	0	0.04945815	0	0
AC016994.1	0	0.100544799	0	0	0	0
RPL18P13	0	0	0	0	0	0.10046379
ACTN4P2	0	0	0	0	0	0
BAAT	0	0	0	0.017147632	0.032353561	0
AC006065.6	0	0	0	0	0	0
AC007991.1	0	0	0	0	0	0
SLC9B1P2	0	0.046875616	0	0	0	0
BOLL	0.029989841	0	0	0	0	0
AP000533.1	0	0	0	0	0	0
ATOH1	0	0.10027232	0	0	0	0
AC079600.3	0	0	0	0	0	0
OR2L3	0	0	0	0	0	0
GUCA1C	0	0.047681039	0	0	0	0
AP000533.2	0	0	0	0	0	0.025293759
DEFB122	0	0	0	0	0	0
AC026462.3	0	0	0	0	0	0
AL731769.2	0	0.009802319	0.010050207	0	0.019365281	0.040384243
AC004947.1	0	0	0	0	0	0
LINC02136	0	0	0	0	0	0
LINC01551	0	0	0	0	0	0
AC023813.4	0	0	0	0	0	0
LINC01079	0	0	0	0	0	0
LINC02546	0	0	0	0.019268344	0	0
AC025614.2	0	0.099911303	0	0	0	0
HNF4G	0	0	0	0.024229029	0	0
ENTR1P1	0	0	0	0	0	0.049707736
AC068722.1	0	0	0	0	0	0
C15orf56	0	0	0	0	0	0.049578401
GSTA6P	0	0	0	0.099851076	0	0
AL591503.3	0	0	0	0	0	0
PGBD4P3	0	0	0	0	0	0
SLX1A-SULT1A3	0	0	0	0	0.011889635	0.012397288
AC067930.4	0	0	0	0	0	0
AL137222.1	0	0	0	0	0	0
AC104090.1	0	0	0	0	0	0
AC243962.1	0	0	0	0	0	0
AC008703.1	0	0	0	0	0	0
UNC80	0.003117648	0.017291742	0.020683866	0.00301762	0.005693541	0.002968319
AC093159.2	0	0	0	0	0	0
AL513548.2	0	0	0	0	0	0
AC005697.1	0	0	0	0	0	0
AC108673.1	0	0	0	0	0	0
AP001007.2	0	0	0	0	0	0
AC093390.2	0	0	0	0	0	0.09958867
AL135923.2	0	0	0.047979992	0	0	0
LINC02313	0	0	0	0	0	0
AC006058.4	0	0	0	0	0.032828209	0
AC108359.1	0	0	0	0	0	0.047203878
TRIM71	0.013795878	0.006376462	0	0.013353246	0.018895833	0
MTND1P26	0	0	0	0	0	0
AL669841.1	0	0.099463672	0	0	0	0
AL135929.1	0	0	0	0	0.099317227	0
GTF2IP8	0	0	0	0	0	0
AC007161.3	0	0	0	0	0	0
SERTAD4	0	0	0	0	0	0
AC027176.3	0	0	0	0.099169499	0	0
AP001775.1	0	0	0	0.099169499	0	0
AC113615.1	0.014569197	0	0	0	0	0
AC091874.3	0	0	0	0	0	0
ART4	0	0	0.021698483	0	0.010452452	0
TBC1D26	0.010535122	0.009738679	0.009984957	0	0	0
GH1	0	0	0	0	0	0
CSH2	0	0	0	0	0	0
AC011995.1	0	0	0	0	0	0.098899475
LINC01499	0	0.036453681	0	0	0	0
NTM	0	0.039894141	0	0	0.007881413	0
AC002546.1	0	0	0	0	0	0
BPIFA2	0	0	0	0	0	0
AC022616.1	0	0	0	0	0	0
LINC02497	0	0	0	0	0	0
SAPCD2P1	0.050709174	0	0	0	0	0
RPL13AP23	0	0	0	0	0	0
ADAM29	0	0	0.01910501	0	0	0.019192176
RPS7P8	0	0	0	0	0	0.098388806
LINC02159	0	0	0	0	0	0
AP002957.1	0	0	0.023719996	0	0	0
AL844892.2	0	0	0	0.032647936	0	0
ATP6V1B1-AS1	0	0	0	0	0.048132668	0.050187793
ASCL4	0	0	0	0	0	0
AC087457.1	0	0	0.024137549	0.061626009	0	0
SDC4P	0	0	0	0	0	0
AC090001.1	0	0	0	0	0	0
C5orf60	0	0	0	0	0	0
AC016705.3	0	0	0	0	0	0
SMARCE1P1	0	0	0	0	0	0.048198901
AL049647.1	0	0	0	0	0	0.063905977
AL355053.1	0	0	0	0	0	0
AC008522.1	0	0.019098668	0	0	0.037730977	0
MUPP	0	0.098057825	0	0	0	0
AC097634.2	0	0	0	0	0	0
TMCO5B	0	0	0	0.019223727	0	0
FCF1P7	0	0	0	0	0	0
AL451063.1	0	0.097971278	0	0	0	0
ASS1P8	0	0	0	0	0	0
AC105390.1	0	0	0	0	0.097898409	0
C19orf85	0	0	0	0	0	0
AL162394.1	0	0	0	0	0	0.097799652
LINC02262	0	0.047355571	0	0	0	0
ADAM30	0	0	0	0	0.018378515	0
CETN1	0.034604993	0	0	0	0	0
AL158828.1	0.049619555	0	0	0.048027543	0	0
AC024560.5	0	0	0	0	0	0
OR5AS1	0	0	0	0.007393553	0.00697495	0
MTCYBP19	0	0	0	0	0.097550017	0
AC072039.1	0	0	0	0	0	0
IL12A-AS1	0	0.004760742	0	0.004984845	0.004702617	0.004903405
AC002551.1	0	0	0	0	0	0
AC006511.4	0	0	0	0	0	0
FGF14-IT1	0.025237353	0	0	0	0	0
TBX20	0.032844454	0	0	0	0	0
AC139272.2	0	0	0	0	0	0.019247103
AL121888.1	0	0.027033964	0	0	0	0
BUB1B-PAK6	0	0	0	0	0	0
AC104964.3	0	0	0	0	0	0
LINC02843	0	0	0	0	0	0
AL355306.2	0	0	0	0	0	0
AL391560.2	0	0	0	0	0	0.073759866
IGHGP	0	0	0	0	0	0
UTF1	0	0	0	0	0	0
AL590764.2	0	0	0	0.024510049	0	0.048219229
HNRNPH3P1	0	0	0	0	0	0
Z83839.1	0	0	0	0	0	0
AL121845.2	0	0	0.097106264	0	0	0
AL133482.1	0	0	0	0	0	0
AF131216.2	0	0	0	0	0	0
ACTL6B	0	0	0	0	0	0.024058879
MYBPHL	0	0	0	0	0	0
Z95327.3	0	0.097029246	0	0	0	0
HMGB1P45	0	0	0	0	0	0
AC019109.1	0	0	0	0	0	0
AC005393.1	0	0	0	0	0	0
AC010182.1	0	0	0	0	0.045047748	0
AC008055.1	0	0	0	0	0	0
AC104534.1	0	0	0	0	0.096860617	0
CYP4X1	0.024536029	0	0.023254708	0	0	0
AC012485.3	0	0	0.023475359	0	0	0
AC026726.1	0	0	0	0.096694387	0	0
AC110754.1	0	0	0	0.096694387	0	0
AC007638.2	0	0	0	0	0	0
KRT17P7	0	0	0	0	0	0
KHSRPP1	0	0	0	0	0	0
BMP2KL	0	0	0	0	0	0
HSPA8P14	0	0	0	0.032195749	0	0
SYT4	0	0.012883178	0	0	0	0
AP005328.1	0	0	0	0	0	0
AP000146.1	0	0	0	0	0	0
CLRN1-AS1	0	0	0	0	0	0
AC012470.1	0	0	0	0	0	0
LINC02208	0	0.024453251	0.008357214	0.008534781	0	0
AC018880.1	0	0	0	0	0	0
AL365181.1	0.065688908	0.030361449	0	0	0	0
CBLN4	0	0	0	0	0	0
PWRN4	0	0	0	0	0	0
AC130364.2	0	0	0	0	0	0
AC114737.3	0	0	0	0	0	0
CTRB2	0	0.095897588	0	0	0	0
AC051619.1	0	0	0	0	0	0
KRT87P	0	0	0	0	0	0
AL132777.1	0	0	0	0	0	0
AL031283.2	0	0	0	0	0	0
ATP5F1AP1	0	0	0	0	0	0
AC117500.3	0	0	0	0	0	0
IFNA2	0	0	0	0	0	0
AC018558.3	0	0	0	0	0	0
AL355102.5	0	0	0	0	0	0
APOOP1	0	0	0	0	0	0
AC005912.2	0	0	0.047420226	0.024213886	0	0
CXorf66	0	0	0	0	0	0
AC068733.3	0	0.011650027	0	0	0	0.035997416
SOHLH1	0	0	0	0	0	0
AL161668.4	0	0	0	0	0	0
AC007405.2	0	0	0	0.023642525	0	0
AC004528.1	0	0	0	0	0	0
LINC01067	0	0	0	0	0	0
AC007346.1	0	0	0	0	0	0
Z82195.2	0.006032015	0	0	0	0	0
TRPV5	0.016567236	0.015314771	0	0.016035686	0	0.015773702
AC245748.2	0	0	0	0	0	0
PHOX2A	0	0	0	0	0	0
OPN1LW	0	0	0	0	0	0
AL392183.1	0	0	0	0	0.022505381	0.023466296
AGR3	0	0	0	0	0.09509646	0
USP17L6P	0	0	0.095078147	0	0	0
AC010469.1	0	0	0	0	0	0
AC004233.1	0	0	0	0	0	0
AC142086.6	0	0	0	0	0	0
LINC01808	0	0	0	0	0	0
MARK2P5	0.094699782	0	0	0	0	0
AC007614.1	0.002159467	0.003992427	0.002046695	0.002090182	0.001971842	0.004112067
AC007381.1	0	0	0	0	0.006094165	0.006354368
RPL3P2	0	0	0	0	0	0.047517786
AC018470.1	0	0	0	0.018572492	0	0
GPHB5	0	0	0	0	0	0
LINC00326	0	0	0	0	0.008912877	0
RPL9P28	0	0	0	0	0	0
KRT3	0	0	0	0	0.070922522	0
AC021683.3	0.015995647	0	0	0.007741218	0	0.007614746
METTL8P1	0	0	0	0	0	0
LINC01796	0.023901139	0	0	0	0.021824486	0
AL161945.1	0	0	0	0	0	0
AL357127.2	0	0	0	0	0	0
LINC01931	0	0.068406815	0	0	0	0
AC109492.1	0	0	0	0	0	0
AC078942.1	0	0.094228742	0	0	0	0
AL512430.4	0	0	0	0	0	0
AC109462.3	0	0	0	0	0	0
AC078874.1	0	0	0	0	0	0
SLC25A3P1	0	0	0	0.036734088	0	0
KLF4P1	0	0	0	0	0	0
DGKK	0	0	0	0	0	0
NPAP1P2	0	0	0	0	0	0
AC022613.3	0	0	0	0	0	0
CELA3A	0	0	0	0	0	0.046626343
OR2AT4	0	0.006310487	0	0	0	0
AC025280.2	0	0	0	0	0	0
AC087164.2	0	0	0	0	0	0
AC011139.1	0	0	0	0	0	0.093865183
SPATA42	0	0	0	0	0	0
AC011997.2	0	0	0	0	0	0
TPPP2	0	0	0	0	0	0
AC024559.2	0	0	0	0	0	0
AC138123.2	0	0.037186418	0	0	0	0
AP002383.1	0	0	0	0	0	0
CDH22	0	0	0	0	0	0
AL592528.1	0	0	0	0	0	0
HELT	0	0	0	0	0	0
AL160410.1	0	0	0	0	0	0
AC022535.3	0	0	0	0	0	0
MYO5BP1	0	0	0	0	0	0
AL139815.1	0	0.07037286	0	0	0	0
AL137026.3	0	0	0.069878352	0	0	0
AP000769.6	0	0	0	0	0	0
AL353615.1	0	0	0	0	0	0
THRAP3P1	0.043100978	0	0	0	0	0
LINC02092	0	0	0	0	0	0
AC092685.1	0	0	0	0	0	0
AL450309.1	0	0	0	0	0	0
AC106886.5	0.005135106	0.004746898	0.004866941	0.00497035	0.004688942	0.024445731
MNX1	0	0	0	0	0.013009755	0.013565234
MAB21L2	0.023609777	0	0	0	0	0
RPL10P1	0.093229289	0	0	0	0	0
HPRT1P1	0	0	0	0	0	0
AL359258.3	0	0	0	0	0	0
AC105411.1	0	0.007558318	0.023248374	0	0	0
AP002856.2	0	0.093043971	0	0	0	0
AC016598.2	0	0	0	0	0	0
GSTA8P	0	0	0	0	0	0
CLNS1AP1	0	0	0	0	0	0
SLC6A15	0.013759519	0.012719315	0	0.006659027	0	0
AC243562.3	0	0	0	0	0.045233589	0
AC119403.2	0	0.092810584	0	0	0	0
AC018695.7	0.048185925	0.044543121	0	0	0	0
OR13I1P	0	0	0	0	0	0
LINC02223	0.007478782	0	0.01417645	0	0.013657974	0.007120565
AC010638.1	0.04757501	0	0.045090548	0	0	0
PRR30	0	0	0	0	0	0
KRT27	0	0.092552633	0	0	0	0
AC103853.1	0.092511036	0	0	0	0	0
AC015853.1	0	0	0	0	0	0
NKAIN3-IT1	0.017056722	0.015767253	0.016165986	0.016509468	0	0
AP006261.1	0	0	0	0.022780606	0	0
AL035250.1	0	0	0	0	0	0
ADCYAP1R1	0	0	0	0	0.01604892	0
RSU1P2	0.018282479	0	0	0	0	0
ZP4	0	0	0	0	0	0
AL360178.2	0.015327971	0.014169193	0	0	0	0
CYP1A2	0	0.035441079	0	0	0	0
RANP6	0	0	0	0	0	0
AC133552.1	0	0	0	0	0	0
LINC02444	0	0	0	0	0	0
FP236383.3	0	0	0	0	0	0
GOT2P3	0	0	0	0	0	0
AC093525.1	0	0	0	0	0	0
BX284613.2	0	0	0	0.007359844	0	0
OOSP1P2	0	0	0	0	0.091831004	0
AL138899.1	0	0	0	0	0	0
AC008591.1	0.021470853	0	0	0.006927325	0	0
AL354702.2	0	0	0	0	0	0
GRM4	0.003683415	0	0	0.003565235	0.010090143	0.003506988
AL590093.1	0	0	0	0	0	0.091755853
VWA3A	0	0	0	0	0	0.022697596
OR4D9	0	0	0	0	0	0
CTAGE1	0.013907728	0.025712638	0.013181439	0.013461507	0	0
AL162584.1	0	0	0	0	0	0
PRSS45P	0	0	0	0	0	0
MYH8	0.009938696	0	0	0	0	0
TTC6	0.014361838	0	0.013611834	0	0	0
AC037487.4	0	0	0	0	0	0.091462234
AC018892.2	0	0	0	0	0	0
AL353626.3	0.091384569	0	0	0	0	0
TEX13C	0	0	0	0	0	0
OR51AB1P	0	0	0	0	0	0
HES5	0	0	0	0	0	0
AL109924.3	0	0	0	0	0	0
HMGB3P17	0	0	0	0	0	0
NWD1	0	0	0.012765961	0	0	0
AL353593.3	0.044375212	0	0	0	0	0
ZSWIM2	0	0	0	0	0	0
AC105105.4	0.046398502	0	0	0	0	0
HMCN2	0	0.01090227	0.005588987	0.005707737	0.021538323	0.005614487
ERVH-1	0	0	0	0.090944173	0	0
PPIAP46	0	0	0.030742448	0	0	0
CLN8	0	0.005867505	0	0	0.011591735	0.018130002
AL606516.1	0	0.059646135	0	0.031226935	0	0
AC063919.2	0	0	0	0	0	0
DPYSL5	0	0	0	0.016490728	0	0
COMMD3-BMI1	0	0	0	0	0.0575873	0
FAM240C	0	0	0	0	0	0
LHX3	0.015635329	0.014453315	0	0	0	0.014886431
AC068700.2	0.01296753	0	0	0	0	0.012346414
PNLIPP1	0	0	0	0	0	0
AL360294.1	0	0	0	0	0	0
AC007376.1	0	0	0	0	0	0
CASC4P1	0	0.042302385	0	0	0	0
AC093433.2	0	0	0	0	0.045270941	0
TPM3P8	0	0	0	0.090378424	0	0
ALDH3B2	0.018559401	0	0	0.035927868	0	0
OR6M3P	0	0	0	0	0	0
SST	0	0	0	0	0.090318137	0
AC138915.2	0	0	0	0	0	0
C11orf40	0	0	0	0	0	0
DNMT3L	0	0	0	0.031260531	0.05898129	0
AC066615.1	0	0	0	0	0	0
AL392003.2	0	0	0	0	0	0
AC005394.1	0	0	0	0	0	0.090092823
APOA5	0	0	0	0	0	0
AC022069.1	0	0	0	0	0	0
OR2L9P	0	0	0	0	0	0
AC099518.2	0	0	0	0	0	0
IGFL3	0	0	0	0	0	0
KRT18P60	0.046291181	0	0	0	0	0
AL139339.2	0	0	0	0	0	0
HSPA8P7	0	0	0	0	0	0
LINC02456	0	0	0	0	0	0
GPR32	0	0	0	0	0	0
AL133477.3	0	0	0	0	0	0
LINC01821	0	0.010679378	0	0	0	0
AC068483.1	0	0	0	0	0	0
AL158152.2	0	0.089734404	0	0	0	0
ASDURF	0	0	0	0	0	0
OR8G3P	0	0	0	0	0	0.042532661
LINC01096	0	0	0	0	0	0
AC234775.1	0.089611436	0	0	0	0	0
AL139130.1	0	0.039742735	0	0	0	0.020466844
Z73361.1	0	0	0	0	0.089580244	0
DEFB131E	0	0	0	0	0	0
AP005264.7	0	0	0.017176055	0.017540998	0	0.017254421
EIF5P1	0	0.045085889	0	0	0	0
OTOS	0	0	0	0	0	0
LGALS16	0	0	0	0	0	0
CHMP1AP1	0	0	0	0	0	0
AC134508.2	0	0	0.042276576	0	0	0
AL109983.1	0	0	0	0	0	0
GRM8	0	0.008595436	0.008812803	0.036000202	0.016980985	0
AC074276.1	0	0	0	0	0	0
KIAA1210	0	0	0	0	0	0.029224896
DUXAP4	0	0	0	0	0	0
AL583854.1	0	0	0	0	0	0
AC089998.1	0	0	0	0	0	0
ZNF197-AS1	0	0.089086242	0	0	0	0
AL109910.2	0	0	0	0.059511855	0	0
IGHEP1	0	0	0	0	0	0
AC026477.1	0	0	0	0	0.088998554	0
BIN2P2	0	0	0	0	0	0
GCNT2	0	0.006117805	0	0	0	0.01260227
AC018695.1	0	0	0	0	0	0
ODF4	0	0	0	0	0	0
TMEM239	0	0.014260208	0	0.014931482	0	0
NIPA2P4	0.044772306	0	0	0	0	0
SULT1C2P1	0	0	0	0	0	0
AL133492.1	0	0.014033054	0	0	0	0
AL662907.3	0	0	0	0	0.056315469	0
AC079848.2	0	0	0	0.045650688	0.028710714	0
AC142381.4	0	0	0	0	0	0
CDC27P1	0	0	0	0	0	0
AC073508.1	0	0	0	0.088587388	0	0
