Gene	Labels	Color
BOLA3	30	steelblue
BPGM	12	tan
BPHL	30	steelblue
BPI	2	blue
BPNT1	1	turquoise
BPTF	6	red
BRAF	6	red
BRAP	1	turquoise
BRAT1	15	midnightblue
BRCA1	25	orange
BRCA2	2	blue
BRCC3	3	brown
BRD1	1	turquoise
BRD2	7	black
BRD3	1	turquoise
BRD4	1	turquoise
BRD7	30	steelblue
BRD8	30	steelblue
BRD9	1	turquoise
BRDT	3	brown
BRF1	7	black
BRF2	20	royalblue
BRI3	4	yellow
BRI3BP	22	darkgreen
BRIP1	1	turquoise
BRIX1	3	brown
BRMS1	13	salmon
BRMS1L	16	lightcyan
BROX	34	darkmagenta
BRPF1	1	turquoise
BRPF3	1	turquoise
BRSK1	7	black
BRSK2	1	turquoise
BRWD1	6	red
BRWD3	6	red
BSCL2	14	cyan
BSDC1	4	yellow
BSG	16	lightcyan
BSN	1	turquoise
BSPRY	23	darkturquoise
BST1	27	white
BST2	40	mediumpurple3
BTAF1	8	pink
BTBD1	3	brown
BTBD11	21	darkred
BTBD18	1	turquoise
BTBD19	1	turquoise
BTBD2	4	yellow
BTBD3	3	brown
BTBD6	16	lightcyan
BTBD7	1	turquoise
BTBD8	24	darkgrey
BTBD9	1	turquoise
BTC	40	mediumpurple3
BTD	15	midnightblue
BTF3	12	tan
BTF3L4	14	cyan
BTG1	2	blue
BTG2	41	lightsteelblue1
BTG3	39	orangered4
BTK	2	blue
BTLA	2	blue
BTN2A1	7	black
BTN2A2	1	turquoise
BTN3A1	2	blue
BTN3A2	2	blue
BTN3A3	2	blue
BTNL8	2	blue
BTNL9	5	green
BTRC	6	red
BUB1	38	plum1
BUB1B	25	orange
BUB3	37	skyblue3
BUD31	9	magenta
BVES	1	turquoise
BYSL	20	royalblue
BZW1	20	royalblue
BZW2	14	cyan
C10orf105	2	blue
C10orf25	2	blue
C10orf67	1	turquoise
C10orf82	37	skyblue3
C10orf88	4	yellow
C11orf1	22	darkgreen
C11orf21	2	blue
C11orf24	2	blue
C11orf42	1	turquoise
C11orf45	10	purple
C11orf49	17	grey60
C11orf54	3	brown
C11orf58	3	brown
C11orf68	4	yellow
C11orf71	26	darkorange
C11orf74	2	blue
C11orf80	1	turquoise
C11orf87	22	darkgreen
C11orf91	1	turquoise
C11orf94	19	lightyellow
C11orf95	5	green
C11orf96	8	pink
C12orf10	4	yellow
C12orf43	20	royalblue
C12orf45	24	darkgrey
C12orf57	13	salmon
C12orf60	15	midnightblue
C12orf65	1	turquoise
C12orf66	16	lightcyan
C12orf71	1	turquoise
C12orf73	1	turquoise
C12orf75	9	magenta
C12orf76	2	blue
C14orf119	12	tan
C14orf178	1	turquoise
C14orf28	29	saddlebrown
C14orf93	2	blue
C15orf39	2	blue
C15orf40	15	midnightblue
C15orf41	16	lightcyan
C15orf48	39	orangered4
C15orf61	1	turquoise
C15orf62	1	turquoise
C16orf54	2	blue
C16orf58	38	plum1
C16orf70	2	blue
C16orf72	23	darkturquoise
C16orf86	24	darkgrey
C16orf87	4	yellow
C16orf90	37	skyblue3
C16orf91	13	salmon
C16orf95	2	blue
C17orf100	30	steelblue
C17orf107	2	blue
C17orf49	10	purple
C17orf53	19	lightyellow
C17orf58	33	darkolivegreen
C17orf75	18	lightgreen
C17orf78	11	greenyellow
C17orf80	3	brown
C17orf82	21	darkred
C17orf97	1	turquoise
C18orf21	20	royalblue
C18orf25	23	darkturquoise
C18orf32	1	turquoise
C18orf54	22	darkgreen
C19orf12	4	yellow
C19orf18	6	red
C19orf25	4	yellow
C19orf33	11	greenyellow
C19orf38	2	blue
C19orf44	27	white
C19orf47	7	black
C19orf48	4	yellow
C19orf53	13	salmon
C19orf54	1	turquoise
C19orf57	11	greenyellow
C19orf71	12	tan
C19orf73	2	blue
C1D	13	salmon
C1GALT1	19	lightyellow
C1GALT1C1	11	greenyellow
C1QA	15	midnightblue
C1QB	15	midnightblue
C1QBP	14	cyan
C1QC	15	midnightblue
C1QL1	17	grey60
C1QL3	6	red
C1QTNF1	10	purple
C1QTNF2	1	turquoise
C1QTNF6	5	green
C1QTNF7	42	lightcyan1
C1R	9	magenta
C1RL	12	tan
C1S	11	greenyellow
C1orf109	9	magenta
C1orf115	16	lightcyan
C1orf116	1	turquoise
C1orf122	13	salmon
C1orf131	2	blue
C1orf141	1	turquoise
C1orf159	4	yellow
C1orf162	2	blue
C1orf174	1	turquoise
C1orf189	18	lightgreen
C1orf198	5	green
C1orf21	2	blue
C1orf210	1	turquoise
C1orf216	22	darkgreen
C1orf226	24	darkgrey
C1orf229	1	turquoise
C1orf35	8	pink
C1orf43	27	white
C1orf50	21	darkred
C1orf53	13	salmon
C1orf54	3	brown
C1orf56	1	turquoise
C1orf74	8	pink
C1orf87	15	midnightblue
C2	11	greenyellow
C20orf173	1	turquoise
C20orf194	12	tan
C20orf197	5	green
C20orf27	4	yellow
C20orf96	1	turquoise
C21orf58	25	orange
C21orf62	1	turquoise
C21orf91	13	salmon
C22orf23	1	turquoise
C22orf39	10	purple
C22orf46	1	turquoise
C2CD2	9	magenta
C2CD2L	1	turquoise
C2CD3	6	red
C2CD4A	24	darkgrey
C2CD4B	2	blue
C2CD4C	38	plum1
C2CD4D	5	green
C2orf16	3	brown
C2orf42	1	turquoise
C2orf66	16	lightcyan
C2orf68	34	darkmagenta
C2orf69	3	brown
C2orf72	9	magenta
C2orf74	2	blue
C2orf76	37	skyblue3
C2orf81	0	grey
C2orf83	4	yellow
C2orf88	22	darkgreen
C3	31	paleturquoise
C3AR1	2	blue
C3orf14	1	turquoise
C3orf18	16	lightcyan
C3orf20	37	skyblue3
C3orf33	4	yellow
C3orf35	32	violet
C3orf38	24	darkgrey
C3orf49	9	magenta
C3orf52	17	grey60
C3orf62	1	turquoise
C3orf67	3	brown
C3orf70	16	lightcyan
C4A	22	darkgreen
C4BPA	0	grey
C4BPB	28	skyblue
C4orf19	1	turquoise
C4orf3	12	tan
C4orf33	4	yellow
C4orf45	18	lightgreen
C4orf46	1	turquoise
C4orf47	10	purple
C4orf48	4	yellow
C5	5	green
C5AR1	2	blue
C5orf15	1	turquoise
C5orf22	24	darkgrey
C5orf30	8	pink
C5orf34	5	green
C5orf47	16	lightcyan
C5orf49	0	grey
C5orf51	8	pink
C5orf56	1	turquoise
C5orf63	0	grey
C5orf64	11	greenyellow
C6	3	brown
C6orf120	5	green
C6orf132	1	turquoise
C6orf136	11	greenyellow
C6orf141	2	blue
C6orf163	6	red
C6orf223	2	blue
C6orf226	3	brown
C6orf62	33	darkolivegreen
C6orf89	9	magenta
C7	5	green
C7orf25	19	lightyellow
C7orf31	6	red
C7orf50	4	yellow
C7orf61	19	lightyellow
C7orf65	1	turquoise
C8G	3	brown
C8orf31	17	grey60
C8orf33	2	blue
C8orf37	0	grey
C8orf48	2	blue
C8orf58	7	black
C8orf76	4	yellow
C8orf82	10	purple
C9	29	saddlebrown
C9orf116	33	darkolivegreen
C9orf131	1	turquoise
C9orf139	1	turquoise
C9orf153	1	turquoise
C9orf16	4	yellow
C9orf24	12	tan
C9orf40	1	turquoise
C9orf43	22	darkgreen
C9orf64	30	steelblue
C9orf72	2	blue
C9orf78	9	magenta
C9orf85	0	grey
CA1	2	blue
CA11	3	brown
CA12	3	brown
CA13	1	turquoise
CA14	31	paleturquoise
CA2	3	brown
CA3	17	grey60
CA4	2	blue
CA5B	9	magenta
CA6	3	brown
CA8	14	cyan
CA9	22	darkgreen
CAB39	2	blue
CAB39L	3	brown
CABIN1	9	magenta
CABLES1	22	darkgreen
CABLES2	14	cyan
CABP4	1	turquoise
CABYR	6	red
CACHD1	27	white
CACNA1A	18	lightgreen
CACNA1B	3	brown
CACNA1C	1	turquoise
CACNA1E	1	turquoise
CACNA1F	1	turquoise
CACNA1G	1	turquoise
CACNA1H	36	yellowgreen
CACNA1I	2	blue
CACNA2D1	3	brown
CACNA2D2	7	black
CACNA2D3	1	turquoise
CACNA2D4	18	lightgreen
CACNB1	37	skyblue3
CACNB2	10	purple
CACNB3	5	green
CACNB4	21	darkred
CACNG8	1	turquoise
CACYBP	36	yellowgreen
CAD	1	turquoise
CADM1	5	green
CADM2	10	purple
CADM4	7	black
CADPS	37	skyblue3
CADPS2	9	magenta
CALB2	30	steelblue
CALCOCO1	10	purple
CALCOCO2	4	yellow
CALCRL	25	orange
CALD1	3	brown
CALHM1	21	darkred
CALHM2	22	darkgreen
CALM2	14	cyan
CALM3	17	grey60
CALML4	6	red
CALML6	2	blue
CALR	9	magenta
CALU	8	pink
CAMK1	10	purple
CAMK1D	22	darkgreen
CAMK1G	1	turquoise
CAMK2B	21	darkred
CAMK2D	26	darkorange
CAMK2N1	3	brown
CAMK2N2	10	purple
CAMK4	21	darkred
CAMKK1	3	brown
CAMKK2	32	violet
CAMKMT	30	steelblue
CAMLG	12	tan
CAMP	2	blue
CAMSAP1	1	turquoise
CAMTA2	1	turquoise
CAND2	10	purple
CANT1	4	yellow
CANX	21	darkred
CAP1	24	darkgrey
CAP2	27	white
CAPG	15	midnightblue
CAPN1	17	grey60
CAPN10	4	yellow
CAPN12	1	turquoise
CAPN2	5	green
CAPN3	1	turquoise
CAPN5	1	turquoise
CAPN6	31	paleturquoise
CAPNS1	8	pink
CAPRIN1	3	brown
CAPRIN2	3	brown
CAPS	18	lightgreen
CAPS2	2	blue
CAPZA1	24	darkgrey
CAPZA2	1	turquoise
CARD10	35	sienna3
CARD11	1	turquoise
CARD14	1	turquoise
CARD16	2	blue
CARD17	0	grey
CARD8	2	blue
CARD9	7	black
CARHSP1	22	darkgreen
CARM1	3	brown
CARNS1	1	turquoise
CARS	28	skyblue
CARS2	1	turquoise
CASC3	6	red
CASC4	8	pink
CASK	9	magenta
CASKIN2	1	turquoise
CASP1	2	blue
CASP10	9	magenta
CASP2	1	turquoise
CASP3	17	grey60
CASP4	13	salmon
CASP5	2	blue
CASP6	9	magenta
CASP7	9	magenta
CASP8	2	blue
CASP9	3	brown
CASQ1	3	brown
CASR	5	green
CASS4	2	blue
CAST	3	brown
CASZ1	7	black
CAT	27	white
CATSPER2	27	white
CATSPERG	24	darkgrey
CAV1	3	brown
CAV2	3	brown
CAV3	11	greenyellow
CBFA2T2	18	lightgreen
CBFA2T3	2	blue
CBFB	3	brown
CBL	6	red
CBLB	22	darkgreen
CBLL1	9	magenta
CBLN1	38	plum1
CBLN3	6	red
CBR1	13	salmon
CBR3	9	magenta
CBR4	4	yellow
CBS	41	lightsteelblue1
CBWD1	17	grey60
CBWD5	14	cyan
CBX2	5	green
CBX3	16	lightcyan
CBX4	41	lightsteelblue1
CBX5	6	red
CBX6	36	yellowgreen
CBX7	1	turquoise
CBX8	4	yellow
CBY1	21	darkred
CC2D1A	10	purple
CC2D1B	1	turquoise
CC2D2A	1	turquoise
CC2D2B	6	red
CCBE1	3	brown
CCDC102A	3	brown
CCDC102B	9	magenta
CCDC103	1	turquoise
CCDC106	17	grey60
CCDC107	13	salmon
CCDC110	4	yellow
CCDC112	16	lightcyan
CCDC113	3	brown
CCDC115	15	midnightblue
CCDC116	1	turquoise
CCDC12	12	tan
CCDC120	1	turquoise
CCDC121	35	sienna3
CCDC122	28	skyblue
CCDC124	9	magenta
CCDC125	3	brown
CCDC126	21	darkred
CCDC127	10	purple
CCDC13	21	darkred
CCDC130	30	steelblue
CCDC134	9	magenta
CCDC136	1	turquoise
CCDC137	20	royalblue
CCDC138	1	turquoise
CCDC14	2	blue
CCDC141	16	lightcyan
CCDC142	1	turquoise
CCDC144A	18	lightgreen
CCDC146	34	darkmagenta
CCDC149	14	cyan
CCDC15	6	red
CCDC150	5	green
CCDC151	7	black
CCDC152	5	green
CCDC153	3	brown
CCDC157	1	turquoise
CCDC159	7	black
CCDC167	32	violet
CCDC17	1	turquoise
CCDC18	3	brown
CCDC22	4	yellow
CCDC24	15	midnightblue
CCDC25	7	black
CCDC28A	2	blue
CCDC28B	28	skyblue
CCDC3	28	skyblue
CCDC30	1	turquoise
CCDC33	11	greenyellow
CCDC36	9	magenta
CCDC40	1	turquoise
CCDC43	3	brown
CCDC47	3	brown
CCDC50	5	green
CCDC51	14	cyan
CCDC57	1	turquoise
CCDC58	14	cyan
CCDC59	12	tan
CCDC6	22	darkgreen
CCDC61	1	turquoise
CCDC62	2	blue
CCDC65	1	turquoise
CCDC66	4	yellow
CCDC68	16	lightcyan
CCDC69	9	magenta
CCDC7	5	green
CCDC71	28	skyblue
CCDC74A	5	green
CCDC74B	38	plum1
CCDC77	3	brown
CCDC78	27	white
CCDC8	3	brown
CCDC80	21	darkred
CCDC82	4	yellow
CCDC85A	16	lightcyan
CCDC85B	1	turquoise
CCDC85C	9	magenta
CCDC86	3	brown
CCDC87	1	turquoise
CCDC88A	6	red
CCDC88B	2	blue
CCDC88C	21	darkred
CCDC89	5	green
CCDC9	8	pink
CCDC90B	18	lightgreen
CCDC92	1	turquoise
CCDC93	1	turquoise
CCDC96	18	lightgreen
CCDC97	1	turquoise
CCHCR1	25	orange
CCKBR	9	magenta
CCL17	0	grey
CCL2	2	blue
CCL20	39	orangered4
CCL22	1	turquoise
CCL23	11	greenyellow
CCL26	14	cyan
CCL3	11	greenyellow
CCL4	21	darkred
CCL5	18	lightgreen
CCL7	39	orangered4
CCM2	7	black
CCNA1	16	lightcyan
CCNA2	25	orange
CCNB1	25	orange
CCNB1IP1	5	green
CCNB2	25	orange
CCNB3	23	darkturquoise
CCNC	37	skyblue3
CCND1	28	skyblue
CCND2	10	purple
CCND3	15	midnightblue
CCNDBP1	4	yellow
CCNE1	0	grey
CCNE2	0	grey
CCNF	25	orange
CCNG1	22	darkgreen
CCNG2	21	darkred
CCNH	2	blue
CCNI	1	turquoise
CCNI2	10	purple
CCNJ	17	grey60
CCNJL	0	grey
CCNK	3	brown
CCNL1	30	steelblue
CCNL2	1	turquoise
CCNT1	6	red
CCNT2	23	darkturquoise
CCNY	34	darkmagenta
CCNYL1	23	darkturquoise
CCP110	19	lightyellow
CCPG1	4	yellow
CCR1	2	blue
CCR10	19	lightyellow
CCR2	21	darkred
CCR3	2	blue
CCR4	2	blue
CCR5	15	midnightblue
CCR6	1	turquoise
CCR7	2	blue
CCR9	32	violet
CCRL2	2	blue
CCS	27	white
CCT2	14	cyan
CCT3	14	cyan
CCT4	14	cyan
CCT5	14	cyan
CCT6A	15	midnightblue
CCT6B	5	green
CCT7	14	cyan
CCT8	36	yellowgreen
CCZ1	5	green
CD101	30	steelblue
CD109	1	turquoise
CD14	2	blue
CD151	20	royalblue
CD160	1	turquoise
CD163	15	midnightblue
CD163L1	15	midnightblue
CD164	8	pink
CD177	2	blue
CD180	2	blue
CD19	16	lightcyan
CD1A	18	lightgreen
CD1C	2	blue
CD1D	2	blue
CD2	2	blue
CD200	3	brown
CD200R1	2	blue
CD200R1L	21	darkred
CD209	15	midnightblue
CD22	20	royalblue
CD226	2	blue
CD24	5	green
CD244	2	blue
CD247	21	darkred
CD248	28	skyblue
CD27	2	blue
CD274	17	grey60
CD276	3	brown
CD28	21	darkred
CD2AP	3	brown
CD2BP2	13	salmon
CD300A	2	blue
CD300C	4	yellow
CD300E	2	blue
CD300LB	15	midnightblue
CD300LF	2	blue
CD300LG	1	turquoise
CD302	4	yellow
CD320	31	paleturquoise
CD33	2	blue
CD34	28	skyblue
CD36	15	midnightblue
CD37	2	blue
CD38	2	blue
CD3D	2	blue
CD3E	21	darkred
CD3EAP	12	tan
CD3G	21	darkred
CD4	15	midnightblue
CD40	2	blue
CD40LG	8	pink
CD44	2	blue
CD46	8	pink
CD47	26	darkorange
CD48	2	blue
CD5	21	darkred
CD52	2	blue
CD53	2	blue
CD55	2	blue
CD58	1	turquoise
CD59	22	darkgreen
CD6	21	darkred
CD63	1	turquoise
CD68	2	blue
CD69	2	blue
CD7	2	blue
CD72	2	blue
CD74	15	midnightblue
CD79A	2	blue
CD79B	2	blue
CD80	34	darkmagenta
CD81	7	black
CD82	1	turquoise
CD83	15	midnightblue
CD84	15	midnightblue
CD86	15	midnightblue
CD8A	21	darkred
CD8B	21	darkred
CD9	40	mediumpurple3
CD93	2	blue
CD96	2	blue
CD99	8	pink
CD99L2	9	magenta
CDA	2	blue
CDADC1	3	brown
CDAN1	18	lightgreen
CDC123	14	cyan
CDC14A	5	green
CDC14B	9	magenta
CDC20	25	orange
CDC23	37	skyblue3
CDC25A	5	green
CDC25B	30	steelblue
CDC25C	25	orange
CDC26	12	tan
CDC34	4	yellow
CDC37L1	23	darkturquoise
CDC40	8	pink
CDC42	27	white
CDC42BPA	6	red
CDC42BPB	9	magenta
CDC42BPG	1	turquoise
CDC42EP1	1	turquoise
CDC42EP3	6	red
CDC42EP4	1	turquoise
CDC42EP5	11	greenyellow
CDC42SE1	38	plum1
CDC42SE2	8	pink
CDC45	25	orange
CDC6	38	plum1
CDC7	5	green
CDC73	4	yellow
CDCA2	3	brown
CDCA3	10	purple
CDCA4	13	salmon
CDCA5	25	orange
CDCA7	5	green
CDCA7L	2	blue
CDCA8	25	orange
CDCP1	1	turquoise
CDH1	31	paleturquoise
CDH11	3	brown
CDH12	22	darkgreen
CDH13	41	lightsteelblue1
CDH16	40	mediumpurple3
CDH18	5	green
CDH19	18	lightgreen
CDH2	27	white
CDH20	15	midnightblue
CDH23	1	turquoise
CDH24	25	orange
CDH3	5	green
CDH4	5	green
CDH5	28	skyblue
CDH6	17	grey60
CDHR1	5	green
CDHR3	4	yellow
CDHR5	1	turquoise
CDIPT	4	yellow
CDK1	25	orange
CDK10	1	turquoise
CDK11A	1	turquoise
CDK11B	1	turquoise
CDK12	1	turquoise
CDK13	1	turquoise
CDK14	5	green
CDK15	9	magenta
CDK16	16	lightcyan
CDK17	6	red
CDK18	37	skyblue3
CDK19	9	magenta
CDK2	10	purple
CDK20	12	tan
CDK2AP1	5	green
CDK2AP2	4	yellow
CDK4	13	salmon
CDK5	12	tan
CDK5R1	7	black
CDK5RAP2	1	turquoise
CDK5RAP3	7	black
CDK6	5	green
CDK7	14	cyan
CDK8	16	lightcyan
CDK9	30	steelblue
CDKAL1	5	green
CDKL1	1	turquoise
CDKL2	9	magenta
CDKL3	2	blue
CDKL5	10	purple
CDKN1A	4	yellow
CDKN1B	2	blue
CDKN1C	5	green
CDKN2A	5	green
CDKN2AIP	40	mediumpurple3
CDKN2AIPNL	32	violet
CDKN2B	10	purple
CDKN2C	9	magenta
CDKN2D	2	blue
CDKN3	4	yellow
CDNF	0	grey
CDO1	25	orange
CDON	12	tan
CDR1	11	greenyellow
CDR2	17	grey60
CDR2L	27	white
CDRT1	5	green
CDRT4	14	cyan
CDS1	5	green
CDS2	16	lightcyan
CDT1	10	purple
CDYL2	1	turquoise
CEACAM1	30	steelblue
CEACAM19	1	turquoise
CEACAM21	5	green
CEACAM3	2	blue
CEACAM4	2	blue
CEACAM5	1	turquoise
CEACAM6	39	orangered4
CEACAM8	1	turquoise
CEBPA	16	lightcyan
CEBPB	3	brown
CEBPD	3	brown
CEBPE	7	black
CEBPG	17	grey60
CEBPZ	3	brown
CECR2	3	brown
CEL	42	lightcyan1
CELA2A	33	darkolivegreen
CELA2B	3	brown
CELF1	34	darkmagenta
CELF2	2	blue
CELF4	9	magenta
CELF5	22	darkgreen
CELF6	1	turquoise
CELSR1	1	turquoise
CELSR2	7	black
CELSR3	1	turquoise
CEMP1	11	greenyellow
CEND1	2	blue
CENPA	10	purple
CENPB	4	yellow
CENPBD1	1	turquoise
CENPE	5	green
CENPF	25	orange
CENPH	25	orange
CENPI	3	brown
CENPJ	1	turquoise
CENPK	25	orange
CENPL	5	green
CENPM	25	orange
CENPN	1	turquoise
CENPO	38	plum1
CENPQ	3	brown
CENPT	1	turquoise
CENPV	38	plum1
CENPW	14	cyan
CEP104	1	turquoise
CEP112	1	turquoise
CEP120	5	green
CEP128	32	violet
CEP135	32	violet
CEP152	1	turquoise
CEP164	1	turquoise
CEP170	3	brown
CEP19	0	grey
CEP192	26	darkorange
CEP250	1	turquoise
CEP290	13	salmon
CEP350	6	red
CEP44	2	blue
CEP55	25	orange
CEP57	5	green
CEP57L1	9	magenta
CEP63	32	violet
CEP68	18	lightgreen
CEP70	18	lightgreen
CEP72	8	pink
CEP76	25	orange
CEP78	19	lightyellow
CEP85	1	turquoise
CEP89	8	pink
CEP95	1	turquoise
CEP97	43	ivory
CEPT1	1	turquoise
CERCAM	1	turquoise
CERK	16	lightcyan
CERKL	2	blue
CERS2	2	blue
CERS4	41	lightsteelblue1
CERS5	1	turquoise
CERS6	43	ivory
CES1	1	turquoise
CES2	10	purple
CES3	1	turquoise
CES4A	1	turquoise
CETN2	33	darkolivegreen
CETN3	1	turquoise
CETP	2	blue
CFB	11	greenyellow
CFD	2	blue
CFDP1	12	tan
CFH	26	darkorange
CFHR1	36	yellowgreen
CFHR3	21	darkred
CFI	39	orangered4
CFL1	4	yellow
CFL2	24	darkgrey
CFLAR	1	turquoise
CFP	2	blue
CGGBP1	6	red
CGN	16	lightcyan
CGNL1	7	black
CGREF1	0	grey
CGRRF1	1	turquoise
CH25H	3	brown
CHAC1	2	blue
CHAC2	8	pink
CHAD	9	magenta
CHADL	4	yellow
CHAF1B	8	pink
CHCHD1	1	turquoise
CHCHD2	13	salmon
CHCHD3	1	turquoise
CHCHD4	16	lightcyan
CHCHD5	4	yellow
CHCHD6	21	darkred
CHCHD7	27	white
CHD1	6	red
CHD1L	24	darkgrey
CHD2	32	violet
CHD3	1	turquoise
CHD4	30	steelblue
CHD6	1	turquoise
CHD7	1	turquoise
CHD8	1	turquoise
CHD9	6	red
CHDH	22	darkgreen
CHEK1	1	turquoise
CHEK2	1	turquoise
CHERP	1	turquoise
CHFR	7	black
CHGA	11	greenyellow
CHGB	20	royalblue
CHI3L1	2	blue
CHI3L2	43	ivory
CHIC1	8	pink
CHIC2	13	salmon
CHID1	21	darkred
CHKA	9	magenta
CHKB	22	darkgreen
CHL1	26	darkorange
CHM	43	ivory
CHML	3	brown
CHMP1A	4	yellow
CHMP2B	12	tan
CHMP4B	1	turquoise
CHMP4C	21	darkred
CHMP6	4	yellow
CHMP7	2	blue
CHN1	6	red
CHODL	39	orangered4
CHORDC1	15	midnightblue
CHPF	36	yellowgreen
CHPF2	4	yellow
CHPT1	14	cyan
CHRAC1	3	brown
CHRD	5	green
CHRDL2	39	orangered4
CHRM3	1	turquoise
CHRM4	40	mediumpurple3
CHRM5	1	turquoise
CHRNA10	30	steelblue
CHRNA2	42	lightcyan1
CHRNA5	29	saddlebrown
CHRNA6	3	brown
CHRNA7	1	turquoise
CHRNA9	4	yellow
CHRNB2	1	turquoise
CHRNE	41	lightsteelblue1
CHST1	7	black
CHST10	2	blue
CHST11	3	brown
CHST12	3	brown
CHST13	15	midnightblue
CHST14	5	green
CHST15	2	blue
CHST2	2	blue
CHST3	12	tan
CHST4	6	red
CHST5	1	turquoise
CHST6	1	turquoise
CHST7	5	green
CHST8	1	turquoise
CHSY1	7	black
CHSY3	1	turquoise
CHTF18	25	orange
CHTOP	15	midnightblue
CHUK	3	brown
CHURC1	7	black
CIAO1	20	royalblue
CIAPIN1	20	royalblue
CIB1	13	salmon
CIB2	21	darkred
CIB4	11	greenyellow
CIC	1	turquoise
CIDEB	11	greenyellow
CIITA	15	midnightblue
CILP	36	yellowgreen
CILP2	1	turquoise
CIR1	4	yellow
CIRBP	3	brown
CISD1	14	cyan
CISD2	37	skyblue3
CISD3	11	greenyellow
CISH	7	black
CIT	25	orange
CITED1	5	green
CITED2	32	violet
CITED4	16	lightcyan
CIZ1	1	turquoise
CKAP2	6	red
CKAP2L	5	green
CKAP4	41	lightsteelblue1
CKAP5	6	red
CKB	19	lightyellow
CKLF	1	turquoise
CKMT2	12	tan
CKS2	3	brown
CLASP1	1	turquoise
CLASP2	6	red
CLASRP	8	pink
CLC	12	tan
CLCC1	8	pink
CLCF1	17	grey60
CLCN2	43	ivory
CLCN3	43	ivory
CLCN4	23	darkturquoise
CLCN6	1	turquoise
CLCN7	7	black
CLCNKA	7	black
CLCNKB	5	green
CLDN1	5	green
CLDN10	1	turquoise
CLDN11	7	black
CLDN12	7	black
CLDN15	18	lightgreen
CLDN18	5	green
CLDN19	1	turquoise
CLDN2	3	brown
CLDN20	1	turquoise
CLDN23	10	purple
CLDN3	9	magenta
CLDN4	7	black
CLDN5	0	grey
CLDN6	1	turquoise
CLDND2	28	skyblue
CLEC10A	15	midnightblue
CLEC11A	10	purple
CLEC12A	2	blue
CLEC12B	6	red
CLEC14A	28	skyblue
CLEC16A	1	turquoise
CLEC17A	15	midnightblue
CLEC18A	1	turquoise
CLEC18B	7	black
CLEC1A	15	midnightblue
CLEC1B	2	blue
CLEC2B	2	blue
CLEC2D	2	blue
CLEC2L	17	grey60
CLEC3A	5	green
CLEC3B	18	lightgreen
CLEC4A	2	blue
CLEC4D	2	blue
CLEC4E	2	blue
CLEC4M	5	green
CLEC5A	2	blue
CLEC6A	7	black
CLEC7A	2	blue
CLECL1	2	blue
CLGN	22	darkgreen
CLIC1	11	greenyellow
CLIC2	2	blue
CLIC3	30	steelblue
CLIC5	31	paleturquoise
CLIC6	5	green
CLINT1	3	brown
CLIP1	3	brown
CLIP2	7	black
CLIP3	7	black
CLIP4	8	pink
CLK1	21	darkred
CLK2	11	greenyellow
CLK3	8	pink
CLK4	19	lightyellow
CLMN	2	blue
CLMP	4	yellow
CLN3	19	lightyellow
CLN5	8	pink
CLN6	12	tan
CLN8	1	turquoise
CLNS1A	1	turquoise
CLOCK	6	red
CLP1	20	royalblue
CLPB	15	midnightblue
CLPP	6	red
CLPTM1	9	magenta
CLPTM1L	4	yellow
CLSPN	1	turquoise
CLSTN1	1	turquoise
CLSTN2	5	green
CLSTN3	1	turquoise
CLTB	8	pink
CLTC	8	pink
CLTCL1	1	turquoise
CLU	17	grey60
CLUAP1	9	magenta
CLUL1	21	darkred
CLYBL	3	brown
CMAS	8	pink
CMBL	1	turquoise
CMC1	1	turquoise
CMIP	1	turquoise
CMKLR1	15	midnightblue
CMPK2	2	blue
CMTM1	2	blue
CMTM2	2	blue
CMTM3	7	black
CMTM4	1	turquoise
CMTM6	26	darkorange
CMTM7	43	ivory
CMTM8	10	purple
CNBP	12	tan
CNDP2	1	turquoise
CNFN	1	turquoise
CNIH2	18	lightgreen
CNIH3	25	orange
CNIH4	13	salmon
CNKSR1	1	turquoise
CNKSR2	3	brown
CNKSR3	3	brown
CNN1	4	yellow
CNN2	4	yellow
CNN3	3	brown
CNNM1	36	yellowgreen
CNNM2	22	darkgreen
CNNM3	1	turquoise
CNNM4	7	black
CNOT1	12	tan
CNOT10	9	magenta
CNOT3	1	turquoise
CNOT4	25	orange
CNOT6	3	brown
CNOT6L	17	grey60
CNOT7	37	skyblue3
CNOT8	2	blue
CNPPD1	4	yellow
CNPY2	13	salmon
CNPY3	3	brown
CNPY4	27	white
CNRIP1	4	yellow
CNST	3	brown
CNTD1	6	red
CNTD2	19	lightyellow
CNTF	3	brown
CNTLN	19	lightyellow
CNTN1	5	green
CNTN2	1	turquoise
CNTN3	3	brown
CNTN4	5	green
CNTN6	10	purple
CNTNAP1	1	turquoise
CNTNAP2	2	blue
CNTNAP3B	11	greenyellow
CNTNAP5	22	darkgreen
CNTRL	14	cyan
CNTROB	8	pink
COA5	1	turquoise
COBL	3	brown
COBLL1	9	magenta
COCH	4	yellow
COG1	1	turquoise
COG2	8	pink
COG4	27	white
COG5	8	pink
COG6	2	blue
COG7	1	turquoise
COG8	4	yellow
COIL	13	salmon
COL10A1	1	turquoise
COL11A1	5	green
COL11A2	11	greenyellow
COL12A1	3	brown
COL13A1	11	greenyellow
COL14A1	4	yellow
COL15A1	36	yellowgreen
COL16A1	0	grey
COL17A1	1	turquoise
COL18A1	4	yellow
COL19A1	2	blue
