GeneName	decidua_induced abortion_rep1	decidua_induced abortion_rep2	decidua_induced abortion_rep3	decidua_recurrent spontaneous abortion_rep1	decidua_recurrent spontaneous abortion_rep2	decidua_recurrent spontaneous abortion_rep3
TFAM	2.60655	2.70621	6.73379	3.15329	6.21798	6.49061
TFAMP1	0	0	0.0246238	0.00384569	0	0
TFAP2A	0.779295	4.36635	0.410376	0.401613	5.43416	0.140308
TFAP2B	0	0.0386942	0	0	0.0113991	0.0109951
TFAP2C	3.88193	4.52473	2.61265	7.01136	3.92781	7.09839
TFAP2D	0	0	0	0	0	0.0169014
TFAP2E	0.679171	0.45389	1.03899	0.6929	0.343158	0
TFAP4	1.22962	4.09424	5.44886	1.55772	2.42965	2.67615
TFB1M	3.09122	3.38212	2.99065	4.01083	2.69761	3.83131
TFB2M	2.86104	4.9295	6.26388	3.88766	9.68854	5.4797
TFCP2	5.32378	6.34653	11.9216	7.59566	9.42463	8.57634
TFCP2L1	0.145163	0.958353	1.28304	0.936064	0.833171	0.398393
TFDP1	6.0773	12.2788	22.022	11.6441	18.0585	17.7594
TFDP2	1.62208	3.76926	2.5793	1.47864	2.15584	3.25042
TFDP3	0	0.0209038	0	0	0	0.0105661
TFE3	14.8404	23.5238	23.7491	35.3256	26.5056	27.4426
TFEB	9.00923	7.60531	6.32699	6.44734	4.65956	6.30296
TFEC	0.448916	0.362826	0.414644	0.618399	0.591401	0.676986
TFF1	0	0.434592	0	0	0.0821983	0.301395
TFF2	0	0	0	0	0	0
TFF3	5.77097	4.62297	10.6745	4.61172	9.73557	12.9474
TFG	65.8616	62.1585	85.0669	80.0374	55.4463	70.8609
TFIP11	35.5489	12.1842	16.9896	14.8914	14.3444	16.4989
TFPI	34.6451	47.5786	20.7409	64.7177	80.6296	35.6477
TFPI2	19.7378	18.9972	11.1636	19.5952	154.643	15.9172
TFPT	23.9569	24.9171	14.4713	13.5429	11.8817	17.7951
TFR2	0.209369	1.35351	0.449152	0.318456	0.512929	0.573682
TFRC	8.4492	6.7425	8.05987	28.0157	22.055	17.7754
TG	2.2862	2.60137	0.40585	0.755031	0.155543	1.23361
TGDS	1.76702	3.55969	6.51723	5.18779	5.79207	9.87702
TGFA	0.276092	0.817513	1.46778	1.82082	2.5819	1.26234
TGFB1	30.1993	47.3909	32.9954	44.8056	52.8988	41.2056
TGFB1I1	30.4473	34.4691	30.3762	36.0202	22.629	50.2807
TGFB2	2.21432	2.26313	2.77116	4.29377	6.18601	5.60845
TGFB3	1.98014	7.44506	6.56732	10.6057	12.2492	8.20122
TGFBI	25.7557	91.5325	68.89	55.9197	80.8342	125.8
TGFBR1	10.9007	6.2248	11.5866	17.0475	9.58378	15.131
TGFBR2	7.77465	24.779	32.876	22.5854	45.0573	24.451
TGFBR3	1.93717	4.57736	8.89886	7.1402	9.43779	5.02597
TGFBRAP1	3.00565	1.95781	3.34891	4.25202	5.38133	2.05501
TGIF1	10.724	21.6739	24.513	50.6349	51.049	29.3969
TGIF2	99.3898	88.3482	111.003	78.5224	62.3923	80.2316
TGIF2-C20ORF24	99.3898	88.3482	111.003	78.5224	62.3923	80.2316
TGIF2LX	0	0	0	0	0	0
TGIF2LY	0	0	0	0	0	0
TGM1	7.1967	1.1877	1.02741	1.15298	1.01307	1.08088
TGM2	710.857	1830.08	1133.53	1456.91	518.475	1517.36
TGM3	5.86272	6.96877	8.62923	1.72475	2.68006	0.896131
TGM4	0	0	0.00885908	0	0	0
TGM5	0.022732	0.0398936	0.178932	0.163098	0.101274	0.46348
TGM6	0	0	0	0	0	0.0158606
TGM7	0.0624543	1.19777	0.708924	1.47177	0.553448	0.422367
TGOLN2	17.1865	33.0011	30.5413	37.182	35.1484	29.0949
TGS1	3.94285	1.42548	4.41855	2.60022	3.35643	3.88349
TH	0.0978902	0.516296	0.631033	0.444171	0.720338	0.50876
TH1L	29.9498	21.7362	28.4362	19.8456	26.388	25.499
THADA	27.1746	25.959	10.4671	13.8057	0	59.8128
THAP1	2.67121	2.44964	4.22359	3.95304	2.57198	3.78473
THAP10	0.414212	0.434938	0.850865	0.683422	0.603585	0.789154
THAP11	7.18209	11.6427	14.8649	0	9.34226	16.6607
THAP2	0.62699	0.497323	1.04489	1.12403	0	0
THAP3	22.1087	11.5329	8.95599	10.3896	9.56874	12.517
THAP4	46.304	52.7398	38.9405	21.777	30.0879	28.6832
THAP5	4.11832	3.35584	4.61115	4.52556	3.55279	4.91951
THAP6	1.38066	1.58774	3.39324	2.18277	2.90008	1.80324
THAP7	34.6126	23.8941	21.9658	16.1361	13.0766	25.9804
THAP7-AS1	0	0	1.71987	0	0	0
THAP8	8.5055	11.7068	5.64024	8.88624	3.76801	5.10631
THAP9	0	0	0	0	0	0
THBD	5.02536	37.7487	9.33433	10.4508	17.8894	8.17087
THBS1	7.58792	11.4329	21.4369	99.3569	105.065	37.6185
THBS2	4.46863	13.0312	17.4535	22.0841	49.4048	19.0644
THBS3	55.3249	39.924	21.2249	15.3072	18.2306	21.7351
THBS4	3.12869	2.18276	1.85821	7.33606	1.94502	3.46188
THEG	0	0	0	0	0	0.0150131
THEG5	0	0	0	0	0	0
THEGL	0	0	0	0	0	0
THEM4	1.46995	1.78233	2.42379	1.32747	1.43959	1.65953
THEM5	1.63482	1.78998	0	1.12204	0	0.474848
THEMIS	0.0872058	0.135837	0.132641	0.0702217	0.54214	0.359315
THG1L	5.40898	9.00731	9.01059	6.85899	6.04226	9.99075
THNSL1	0.63979	0.966884	2.23754	1.13215	1.12454	1.10402
THNSL2	14.5628	11.323	17.4945	15.2009	13.8485	17.3698
THOC1	19.3024	14.7647	12.8028	16.9384	9.19534	14.3933
THOC2	9.65948	8.03819	14.2364	8.33056	13.7481	11.6276
THOC3	3.7244	13.7123	11.8981	7.9041	11.2045	10.1428
THOC5	13.042	14.8744	10.8422	14.4277	15.3794	14.0822
THOC6	23.3112	33.5252	22.1116	129.002	18.5218	22.6125
THOC7	34.4023	37.5697	46.4121	54.6501	33.4801	53.5899
THOP1	8.95814	19.4266	11.0235	8.09593	9.54796	10.5875
THPO	5.35389	2.42727	0	0	0	0
THRA	2.65305	5.78707	11.2411	5.19821	9.651	8.50089
THRAP3	15.2068	32.3516	44.4491	40.3172	37.8986	28.0252
THRB	0.22441	0.53695	0.376401	0.313524	0.77868	0.254091
THRSP	0	0	0	0	0	0
THSD1	0.989144	1.08055	2.72845	1.04813	11.3935	2.37126
THSD1P1	0.956828	1.09087	1.38366	0.826613	1.32425	1.85986
THSD4	3.20196	2.02334	3.76787	4.14007	2.60481	5.25772
THSD7A	9.55232	4.22442	5.64478	10.5965	6.41736	16.7113
THSD7B	0.00467304	0.0436334	0.0436721	0.0204599	0.187443	0.0379679
THTPA	16.2781	10.3245	0	5.26845	15.0763	11.7603
THUMPD1	4.24952	5.13532	12.4554	6.26217	9.94127	9.01365
THUMPD2	2.49343	3.37278	3.07713	3.90391	3.62046	3.84884
THUMPD3	4.95779	3.91204	8.45361	8.93045	5.9186	6.48087
THY1	380.003	157.518	165.623	670.122	155.285	263.342
THYN1	42.1579	40.981	28.2122	23.8642	22.9962	35.0871
TIA1	9.5325	8.37353	14.7987	14.2347	17.7548	16.6599
TIAF1	23.7228	23.006	11.5992	17.9605	18.0407	16.9502
TIAL1	48.6546	20.1895	15.802	15.7125	14.1179	15.9932
TIAM1	3.00837	4.87467	3.98474	3.81579	7.07867	5.29865
TIAM2	0	0	0	0	0.298916	0
TICAM1	2.6464	8.13295	5.87723	7.58275	7.49717	5.63676
TICAM2	15.1646	13.3406	23.7901	29.98	28.2701	25.9005
TIE1	18.031	8.03855	13.8738	12.5624	18.5289	12.0126
TIFA	0.936572	1.44913	1.89823	2.00507	1.80853	1.94833
TIFAB	0.0491759	0.144523	0.0235475	0.13241	0.372446	0.147365
TIGD1	0.657167	1.09852	0	0	1.12228	0
TIGD2	1.60945	1.85201	1.83817	3.48041	2.48353	2.90796
TIGD3	0.104569	0.227498	0.183777	0.0794836	0.0973082	0.244459
TIGD4	0.0232223	0	0.155196	0.112799	0.122313	0.164684
TIGD5	1.83643	3.231	0	2.51827	2.23672	3.03486
TIGD6	0	0	0	0	0	0
TIGD7	1.0225	0.943397	2.34807	1.83499	2.63587	2.28223
TIGIT	0.276382	0.200572	0.49277	0.209881	1.2396	0.614524
TIMD4	1.0196	0.954402	0.194034	0.161637	0.728482	0.148295
TIMELESS	1.77846	5.89618	6.84476	3.36256	6.88465	5.34418
TIMM10	53.055	52.9497	41.6435	34.7278	29.7312	44.6802
TIMM13	42.3962	52.8006	41.986	24.7162	20.3212	56.0826
TIMM17A	34.8803	33.7185	46.2947	49.0982	39.5958	51.4257
TIMM17B	36.2179	63.9564	42.8322	26.17	49.7238	51.9375
TIMM21	4.77962	9.35291	11.6352	9.04881	6.40655	10.5134
TIMM22	10.7282	16.614	14.7914	12.5299	11.0876	11.004
TIMM23	32.7884	38.584	49.4405	48.3612	37.4765	51.0671
TIMM44	26.5109	16.3092	18.1491	11.8361	22.1534	33.4535
TIMM50	13.4948	39.4468	19.1988	22.5232	15.7173	16.4419
TIMM8A	3.52613	2.71168	2.31636	4.44309	2.52517	3.84301
TIMM8B	72.6682	66.8832	51.9266	45.2657	34.5358	63.3234
TIMM9	25.8743	19.6812	23.5995	22.6881	18.1718	27.9865
TIMMDC1	21.1737	34.1052	43.7369	32.9337	27.3002	34.9201
TIMP1	2008.44	2627.64	1139.57	1754.52	513.241	953.934
TIMP2	365.772	186.592	218.534	432.881	274.201	274.548
TIMP3	3224.19	895.042	929.65	2237.84	1403.89	2961.55
TIMP4	0.846868	1.66274	0.332439	1.4429	0.482136	0.458767
TINAG	0.0657891	1.25907	0.860729	0.0730634	0.134217	0.194547
TINAGL1	12.6403	17.913	21.7622	43.5964	45.9596	20.2836
TINF2	16.2226	22.4815	34.3513	37.0136	36.0033	24.476
TIPARP	2.79697	5.27408	10.7994	10.6891	7.95824	3.55036
TIPARP-AS1	0	0	0	0	0	0
TIPIN	0.635143	1.83979	1.4361	1.16181	0	1.57689
TIPRL	4.84552	6.31858	19.16	14.7478	14.8277	16.6116
TIRAP	0	2.29635	0	1.66154	2.74776	36.7125
TISP43	0	0	0	0	0	0
TJAP1	5.42326	12.5449	13.2517	10.2615	12.5893	12.0979
TJP1	13.5357	6.09902	30.2925	45.6318	34.6796	33.0969
TJP2	17.0316	25.2639	18.9137	7.18441	16.2777	8.61463
TJP3	0.75667	3.03064	3.42143	2.0706	3.87178	2.17554
TK1	6.68275	10.7286	5.26928	3.27377	5.41906	5.69182
TK2	4.51783	6.41089	12.8991	14.0894	13.8405	14.7865
TKT	24.5666	54.0654	52.3774	35.7462	38.9912	44.65
TKTL1	0.0110889	0	0.0104444	0.0293606	0.0448934	0.0130036
TKTL2	0	0	0.00954187	0	0	0.0118755
TLCD1	0	0	0	0	0	0
TLCD2	1.60073	0.723308	1.04386	43.1266	18.479	0
TLE1	28.4639	14.7507	20.0627	12.6077	20.902	21.0409
TLE2	31.534	44.2472	42.1285	38.4022	17.8216	37.5187
TLE3	3.03862	13.6918	7.55883	5.50956	16.8643	5.26942
TLE4	4.28802	4.86155	4.94141	3.60171	5.61325	4.52989
TLE6	20.4437	7.10883	4.07253	10.3777	4.42146	5.84785
TLK1	3.65657	4.1245	7.55713	6.23469	7.02865	8.35417
TLK2	2.9455	3.28117	5.64203	4.4698	5.32125	4.64195
TLL1	0.0634293	0.161074	0.456131	0.199069	0.632265	0.330048
TLL2	0.0441593	0.065582	0.359631	0.446085	0.138353	0.535685
TLN1	23.1769	37.5143	476.332	48.466	63.3293	89.4866
TLN2	3.75476	5.70459	2.9413	3.63447	10.4215	12.9727
TLR1	1.1991	1.34983	1.74009	1.57067	2.21925	1.71626
TLR10	0.289584	0.131261	0.20066	0.381378	0.189134	0.366568
TLR2	1.78149	2.77288	1.67574	3.4503	1.92671	3.66752
TLR3	2.24679	0.940171	3.15681	2.3179	3.59882	1.82144
TLR4	3.28636	4.6445	5.10522	4.27755	6.55868	4.47767
TLR5	0.511646	0.613609	1.13807	1.24306	1.24328	1.35061
TLR6	0.229607	0.558324	0.62079	0.586378	0.565721	0.612698
TLR7	0.875553	0.494879	0.423021	0.791694	0.694174	0.995047
TLR8	0.131373	0.130421	0.116905	0.247905	0.30647	0.198829
TLR8-AS1	0.0189934	0.0445656	0.0541923	0	0	0.0338394
TLR9	0.129383	0.134353	0.17519	0.328307	0.281677	0.442259
TLX1	0.0276675	0	0	0	0	0.0162943
TLX1NB	0	0.0183789	0	0	0	0.00926476
TLX2	0.0270296	0	0.0255344	0	0.0219632	0.0715968
TLX3	0.102019	0.215547	0	0	0.0167473	0
TM2D1	65.4178	19.0096	21.2925	25.5286	18.0205	30.8583
TM2D2	12.4207	32.8702	14.5794	14.8539	19.4189	15.4007
TM2D3	17.5729	20.9376	29.0909	33.4958	26.6069	32.6781
TM4SF1	227.945	204	144.759	293.357	194.891	137.438
TM4SF18	0.87275	1.39184	3.67019	1.25631	2.36717	2.52549
TM4SF19	18.5103	6.81016	10.7514	7.29188	8.44002	16.8202
TM4SF19-TCTEX1D2	18.5103	6.81016	10.7514	7.29188	8.44002	16.8202
TM4SF20	0.100786	0	0	0	0	0.0111071
TM4SF4	0.0937521	0.285945	0.178276	0.601441	0.629468	0.10018
TM4SF5	0	0.246692	0	0	5.05186	0
TM6SF1	5.07456	4.15421	2.44483	5.05232	4.04004	6.36381
TM6SF2	1.4004	2.13358	1.84843	1.31521	0.642123	0.877239
TM7SF2	46.6936	55.9176	53.1475	35.9132	36.9128	54.9711
TM7SF3	6.27927	8.16598	9.5363	6.6822	12.9002	6.53374
TM7SF4	0	0.0176405	0	0	0.0122629	0
TM9SF1	28.3845	68.3863	69.828	42.3468	37.8526	606.541
TM9SF2	33.096	40.0918	70.2293	42.0339	50.7891	65.9723
TM9SF3	17.8171	18.1504	29.2169	28.1737	43.9381	28.4094
TM9SF4	7.39442	15.0322	19.9521	18.8971	21.6715	16.2794
TMBIM1	96.0526	177.667	143.713	235.971	162.843	179.726
TMBIM4	77.5954	57.9085	37.6825	86.51	74.558	102.958
TMBIM6	133.484	238.602	227.763	192.4	201.534	179.548
TMC1	1.51191	1.10867	1.64078	1.84439	1.31259	2.92293
TMC2	0	0.0519304	0	0.0625652	0	0.181008
TMC3	0.110519	0	0.0818167	0.051857	0.22631	0.353782
TMC4	18.3874	54.7017	51.4179	19.6319	34.8269	40.2817
TMC5	5.86103	6.86422	5.24812	5.1597	9.53638	4.07479
TMC6	16.5354	15.6509	8.79566	14.0437	14.5937	16.547
TMC7	0	0	0	0.410602	0.349827	0
TMC8	14.1719	7.8173	9.52989	9.86933	23.2782	17.3019
TMCC1	1.29581	2.89272	7.6322	8.39015	5.99819	5.05878
TMCC2	0.159624	0.477091	0.238038	0.406692	0.471963	0.331762
TMCC3	0.735993	1.07105	1.676	1.758	2.34675	1.99777
TMCO1	9.44796	14.0538	17.8035	17.0747	20.7681	42.4893
TMCO2	0.048775	0	0	0	0	0
TMCO3	7.9506	38.7491	36.1105	26.0759	29.7466	30.735
TMCO4	10.8595	11.8131	10.0035	9.61796	15.8408	14.1594
TMCO5A	0	0	0	0	0	0
TMCO5B	0	0	0	0	0	0
TMCO6	0	0	0	0	0	0
TMCO7	1.88836	1.65408	1.81753	1.59962	1.95511	1.91932
TMED1	36.2496	49.335	32.0295	30.5282	37.1734	48.5123
TMED10	78.6912	68.8858	92.5601	117.591	87.5011	94.3775
TMED10P1	0.363391	0	0	0	0	0
TMED11P	0	0	0	0	0	0
TMED2	52.5016	74.5804	144.606	130	159.377	150.837
TMED3	137.175	113.908	78.3895	76.4961	69.6737	84.9012
TMED4	41.8943	24.8421	58.4152	69.3715	82.8867	75.9123
TMED5	6.55771	6.66831	13.3911	14.4359	19.9982	14.0785
TMED6	0	1.05208	0	0	0	0
TMED7	15.1646	13.3406	23.7901	29.98	28.2701	25.9005
TMED7-TICAM2	15.1646	13.3406	23.7901	29.98	28.2701	25.9005
TMED8	0.654086	0.578697	0.863047	0.313113	3.56117	0.730931
TMED9	141.2	265.521	257.376	212.135	307.246	265.072
TMEFF1	4.24411	8.78165	10.209	21.0746	14.9163	13.5334
TMEFF2	0.0983769	0	0.0621763	0	0	0.0193926
TMEM100	0.0339312	0.119336	0.822744	0.316741	1.15816	0.823473
TMEM101	107.36	261.867	173.708	69.1704	79.8793	101.528
TMEM102	2.69884	5.95806	3.58599	2.95696	2.9787	4.10289
TMEM104	7.25587	4.3741	3.90191	4.82633	4.1937	3.61084
TMEM105	0.00220843	0.0109256	0.00794075	0	0.0484381	0
TMEM106A	2.24512	2.1756	2.94425	3.49243	3.30023	3.10752
TMEM106B	2.87588	2.74145	6.31753	5.65904	5.42951	6.42264
TMEM106C	15.87	15.5304	20.0187	20.4714	16.3485	17.5238
TMEM107	4.48505	5.82962	5.16574	4.14177	36.0121	5.97521
TMEM108	1.19741	0.746945	0.254843	2.98332	1.39092	0.226919
TMEM109	22.5827	36.3326	45.4359	42.2858	40.5617	44.2455
TMEM11	18.1901	30.2568	26.9195	17.9007	14.8257	18.3903
TMEM110	17.086	7.64443	18.9826	5.689	5.63836	6.56234
TMEM110-MUSTN1	17.086	7.64443	18.9826	5.689	5.63836	6.56234
TMEM111	67.6686	66.3695	138.355	67.2181	56.3946	69.3144
TMEM114	0	0.212266	0	0	0.15521	0
TMEM115	25.0724	37.7142	27.1841	35.4273	27.0063	33.7265
TMEM116	2.34488	4.93746	3.45407	2.91153	0	0
TMEM117	0.5705	0.76613	1.42206	0.577736	1.25684	0.959341
TMEM119	0.470463	2.22068	5.48044	1.40479	0.832061	1.76758
TMEM120A	62.5705	61.3751	31.0925	36.7081	0	40.6301
TMEM120B	2.45902	4.25701	3.12071	4.26909	4.0601	3.23814
TMEM121	1.60013	1.76056	1.008	0.285588	0.672705	1.28543
TMEM123	15.6956	21.2264	32.7121	32.1563	34.5945	34.026
TMEM125	10.4491	16.7488	18.503	8.3855	17.4923	14.0711
TMEM126A	19.5668	17.6323	18.7624	16.9001	11.8843	25.6813
TMEM126B	21.0903	20.7971	25.8699	26.7404	19.9079	28.0484
TMEM127	15.0114	16.2018	24.9322	35.9649	26.7131	23.4274
TMEM128	6.01738	8.27845	12.8623	16.781	16.6603	14.8594
TMEM129	22.8457	21.7954	25.8134	18.4025	15.2448	26.2983
TMEM130	0.146383	0.129323	0.080748	0.0296611	0.075311	0.103589
TMEM131	5.00803	21.9768	21.9416	16.464	19.3801	20.2682
TMEM132A	18.9081	30.6506	3.71549	24.1538	29.7125	18.181
TMEM132B	0.436195	0.150013	0.603305	0.756207	1.15465	0.821203
TMEM132C	13.8316	33.8171	19.3401	20.7715	13.1234	22.0193
TMEM132D	0.0141901	0.0386455	0.0884152	0.0165686	0.742844	0.0466703
TMEM132E	0.51224	0.229079	0.154059	0.650209	0.209466	0.303647
TMEM133	0.493853	1.15748	2.05286	2.25059	2.78856	0
TMEM134	52.7408	64.633	35.5372	22.274	28.7403	32.7022
TMEM135	0.984042	1.03939	1.57013	1.54944	2.82027	1.71019
TMEM136	1.70505	2.5606	2.65389	1.97862	3.27268	2.0047
TMEM138	0	0	0	0	0	0
TMEM139	5.45999	6.48294	10.7599	15.5289	13.6476	9.81177
TMEM140	11.5182	23.5115	19.1458	21.5556	36.8815	19.5943
TMEM141	70.8163	133.836	122.813	78.5502	88.6629	41.8855
TMEM143	3.38562	4.35533	4.14191	2.35255	2.66835	2.53607
TMEM144	0.820673	2.49787	2.58453	2.22724	2.95112	2.53945
TMEM145	0	0.0587553	0.031691	0	0.122755	0
TMEM147	83.9394	137.902	105.63	89.4285	68.5003	104.738
TMEM14A	12.0041	15.4375	21.8797	21.5062	14.4351	22.5329
TMEM14B	42.6544	109.733	118.984	34.3703	107.64	144.14
TMEM14C	82.8616	109.733	118.984	77.9547	107.64	144.14
TMEM14E	0.339209	0	0.0231036	0.0216523	0.0199217	0.0144561
TMEM150A	0	16.4251	16.0052	15.4755	9.15279	14.108
TMEM150B	0	1.8419	0.798478	2.84285	1.76659	0
TMEM150C	6.25946	4.59074	12.055	9.86031	11.4932	8.70381
TMEM151A	0.0905768	0.0662314	0.0533356	0.119947	0.0733649	0.0730512
TMEM151B	0.0119391	0.103584	0.0111753	0.0157068	0.0239896	0.0381876
TMEM154	1.60939	1.43132	3.95955	3.08052	4.94041	2.53568
TMEM155	0.0124673	0.131328	0.023525	0.0440886	0.126074	0
TMEM156	0.614868	0.971872	0.828651	0.974685	3.54203	6.06177
TMEM158	0.826901	2.0126	7.78932	0.748287	1.3874	1.26853
TMEM159	4.18724	6.29317	9.94451	6.96311	10.3418	5.74917
TMEM160	69.5381	26.0164	13.4413	11.19	11.0324	24.0078
TMEM161A	16.5573	25.9783	17.5817	12.0112	11.3756	15.8652
TMEM161B	0.849783	1.88753	5.34365	3.89801	5.16939	7.08538
TMEM163	0.67005	0.456469	0.870721	0.386114	0.412373	1.93279
TMEM164	1.89788	3.8919	4.98049	3.51434	5.27906	3.77359
TMEM165	34.0483	65.9895	101.171	112.169	73.9479	130.348
TMEM167A	12.4051	16.1568	22.6162	22.2377	20.8844	25.872
TMEM167B	13.9102	12.0628	24.0555	24.6207	24.1151	24.6157
TMEM168	4.71262	3.04786	9.32486	7.23695	6.37054	10.2897
TMEM169	0.266271	0.311173	0.569346	0.248892	0.462633	0.666852
TMEM17	1.77756	1.42449	1.8106	1.79099	0.784924	0.98406
TMEM170A	2.20842	3.20448	3.8482	3.50523	5.53262	93.4617
TMEM170B	0.374904	0.271456	0.370863	0.69497	0.830556	0.741059
TMEM171	0.173492	1.30771	1.16222	0.467256	0.655674	0.667923
TMEM173	17.8358	33.3075	21.9967	20.5381	17.5572	25.8769
TMEM174	0.0169329	0.0992536	0	0	0.082967	0
TMEM175	22.9288	26.8011	27.051	19.3889	19.6417	22.9772
TMEM176A	26.2656	111.082	20.0037	28.5464	45.1567	39.5038
TMEM176B	39.4162	178.611	37.4429	49.7111	67.1918	67.6174
TMEM177	8.45335	3.88911	7.44105	2.55497	6.39678	6.35723
TMEM178	1.44203	1.97993	5.25299	9.29451	5.15923	4.58921
TMEM179	0.0185396	0	0	0	0	0.0110021
TMEM179B	45.0081	57.0856	45.5227	41.4008	41.559	42.5657
TMEM18	8.33659	11.6884	14.7736	11.5216	9.22775	15.6544
TMEM180	1.12012	1.07956	0.926147	1.20422	1.0794	0
TMEM181	5.22308	8.50834	13.2486	10.5507	12.1006	10.2873
TMEM182	0.24916	0.286574	0.551741	0.493564	5.34824	0.433016
TMEM183A	15.0434	23.0558	25.1144	20.7294	20.9227	26.4902
TMEM183B	15.0434	23.0558	25.1144	20.7294	20.9227	26.4902
TMEM184A	5.72605	13.9274	8.10739	14.0204	10.8877	6.22314
TMEM184B	13.2607	26.1226	22.6912	31.2926	27.4656	22.4635
TMEM184C	2.08022	2.18697	5.7905	5.26816	5.82693	4.69746
TMEM185A	5.92616	11.6299	8.30339	8.79192	6.68214	7.84029
TMEM185B	2.93767	3.5896	6.07888	4.81021	4.08966	4.8339
TMEM186	8.54622	11.9593	10.1951	6.87724	7.86864	9.18083
TMEM187	6.62283	6.49579	6.90121	4.04303	4.45662	5.33093
TMEM189	59.9025	84.615	79.3634	79.7088	60.7397	60.7988
TMEM189-UBE2V1	59.9025	84.615	79.3634	79.7088	60.7397	60.7988
TMEM19	2.10066	2.10051	3.57783	2.32051	3.02456	3.03147
TMEM190	4.47897	4.58186	0.474926	0.0636226	0.354769	0
TMEM191A	2.4452	2.2052	0.7844	1.77868	1.29292	4.22073
TMEM191B	1.12278	2.76795	0.520881	0.721017	1.37508	0.551898
TMEM191C	3.86707	3.09576	0.526362	3.21359	1.06682	1.34765
TMEM192	1.00728	1.91145	2.92404	2.84843	3.35252	2.44152
TMEM194A	0.568701	1.03671	2.05813	1.26543	2.70829	1.96645
TMEM194B	0.606345	0.995786	1.15938	1.01742	1.00563	1.34271
TMEM196	0.892738	2.11962	3.6719	0.223349	4.80616	3.35582
TMEM198	4.79778	0	0	0	0	0
TMEM198B	0	0	0	0	0	0
TMEM199	10.16	12.0277	12.8979	14.4361	9.31821	12.0425
TMEM2	4.79221	6.81659	4.37131	32.5201	21.4731	13.3007
TMEM200A	1.67598	1.22655	3.69729	10.4092	8.46335	6.91668
TMEM200B	6.69347	11.0092	17.6276	8.4316	19.0205	16.2792
TMEM200C	0.0153379	0.0539116	0.0290438	0.0680416	0.112465	0.0905497
TMEM201	1.61826	2.17453	2.84384	2.56943	2.9694	2.12706
TMEM202	0	0	0	0	0	0
TMEM203	32.9451	29.3316	24.0224	20.1934	22.3779	27.6569
TMEM204	10.4386	34.383	19.6225	20.4643	8.36316	16.5515
TMEM205	135.327	139.062	96.5414	70.1823	79.2719	100.843
TMEM206	1.96682	3.02243	2.52072	2.98753	4.32118	2.53532
TMEM207	0	0	0	0	0	0
TMEM208	91.02	100.829	86.1372	76.5099	55.3712	79.6022
TMEM209	4.70967	1.52052	3.32218	3.86862	3.29775	3.19465
TMEM211	0	0	0	0	0	0
TMEM212	0.0156938	0.147119	0.0148654	0.0139302	0.0831528	0
TMEM213	0	0.135258	0.1752	0.050024	0.226253	0.0213519
TMEM214	25.3665	61.1961	44.67	35.5583	40.3658	39.5023
TMEM215	0.0050896	0.00594125	0.00475891	0.18461	0.0980517	0.0857153
TMEM216	7.74305	6.81069	10.938	5.38714	6.2696	10.3648
TMEM217	0	0	0	0	0	0
TMEM218	10.7984	13.9226	13.4294	11.0457	13.4693	12.3551
TMEM219	230.176	158.413	130.645	123.299	86.6978	127.301
TMEM22	0.729353	3.91594	2.2018	2.46335	2.58981	3.37568
TMEM220	2.40814	1.6495	2.88899	1.44602	1.7519	2.46195
TMEM221	0.0914955	0.196527	0.0433092	0.081169	0.0993784	0.153023
TMEM222	25.8928	28.9554	18.9985	20.478	16.7099	21.617
TMEM223	36.3916	50.8092	53.5159	47.3393	8.47208	48.3802
TMEM225	0	0	0	0	0	0
TMEM229A	0	0	0	0	0	0.00657208
TMEM229B	3.3495	3.24039	3.66893	2.39386	2.08641	2.44791
TMEM231	2.15858	4.15923	5.62443	3.94775	4.23797	4.45697
TMEM232	0.176337	0.528542	0.415374	0.436017	0.77283	0.583934
TMEM233	0	0.135266	0.0913981	0.0685214	0.0787192	0.0799075
TMEM234	20.8026	0	0	0	0	0
TMEM235	0	0	0	0	0	0.0299399
TMEM236	0.0456069	0.0564074	0.0796583	0.0229428	0.0515671	0.0765777
TMEM237	0.918819	1.16056	2.00535	1.8922	1.97921	2.10724
TMEM238	5.88314	4.29368	1.48188	2.08405	1.53596	0
TMEM239	11.0143	5.05024	3.64096	15.3755	2.15751	7.41152
TMEM240	3.3275	2.77767	1.66189	0	1.02812	0
TMEM241	1.19996	1.82878	2.16853	1.72867	2.32206	1.77147
TMEM242	20.1932	3.25395	4.70836	16.0455	11.3941	19.4168
TMEM244	0.458858	0	0	0	0	0
TMEM25	1.75837	3.41884	2.94204	2.92822	0	3.45545
TMEM26	0.580294	0.582544	0.936109	1.6516	0.970408	0.785587
TMEM27	3.19723	0	6.46516	3.84001	9.07201	4.37181
TMEM30A	11.0796	18.1867	21.449	24.7819	22.7722	24.3568
TMEM30B	1.67282	2.41105	6.02638	3.19706	7.30989	5.08589
TMEM30C	0	0	0	0	0	0
TMEM31	0	0.462313	0.551761	0	0.136148	0.444933
TMEM33	2.77593	3.05901	4.52006	5.35403	3.90207	4.16324
TMEM35	2.11612	1.9165	2.85407	7.64852	7.26246	5.65217
TMEM37	107.825	64.851	73.0358	92.8957	56.7281	159.504
TMEM38A	0.0740542	0.390889	0.351945	0.496251	1.07866	0.30188
TMEM38B	1.58594	1.26529	2.93571	4.22258	2.89077	2.93576
